TRA05,SEXEP,SUTOT,CHAFF,TAXES
9,1,8,145927,0
4,1,15,38564.48,904.21
9,1,1,98760,0
5,1,9,699009,0
6,1,1,146569,40
8,1,9,122846,0
3,2,2,72451.36,0
6,2,1,66242.71,29
6,1,2,48056,0
9,2,7,186291.5,0
4,1,4,30277,854
5,1,5,112121,0
2,1,12,42926.95,0
5,1,17,73733,105
5,1,1,29135,150
5,1,3,242234,0
3,1,7,140983,161
4,1,3,42493,111
4,1,11,146017.52,0
3,1,4,199798,0
9,1,7,53919.81,169.96
7,1,1,224398.71,0
9,1,5,135074.04,0
8,1,6,82145.7,0
10,1,6,215666.19,0
8,1,2,20206,215
7,1,3,62588,53
7,1,12,64339,160
11,1,17,49381,1071
8,1,13,83908,50
8,1,15,60385,147
8,1,21,54090,2450
6,2,20,42040,842
8,2,16,44280,199
9,2,12,24101,0
7,1,26,34994,308
6,1,14,56140,0
4,2,13,39812,0
9,1,16,15967,240
9,1,13,29668,486
9,2,14,28608,100
7,1,21,50629,94
4,1,8,42172,453
5,1,10,38269,0
5,2,26,38182,1059
8,1,13,77427,0
5,2,1,33846,0
8,1,19,139459,0
7,1,25,153255,3781
8,1,12,113568,0
10,1,16,223596,0
7,2,17,98347,0
6,1,14,199766,58
10,1,17,284296,0
5,1,20,255904,38
6,2,17,76193,96
7,1,13,52020.01,19
8,1,21,106688.14,954
8,1,23,157786.35,79
6,1,12,57363.54,267
3,1,1,38422,0
5,1,13,246406,0
1,1,20,120100.69,79
6,1,16,62347.44,0
8,2,15,99935,639
8,1,12,21604.09,228
7,1,10,65901.36,888
7,1,17,105524,0
8,1,9,82928.02,655
8,1,10,47854.23,80
9,2,9,307080,469
6,1,16,51287,0
8,1,17,112721.28,1280
8,1,24,44919.04,0
9,1,16,517383.61,623
9,1,23,104960.09,2090
8,1,14,60072,2482
8,1,10,26979,502
8,1,13,100789,0
6,1,10,135825,0
6,1,12,41641,0
7,1,12,127245,604
7,1,27,229891,3620
12,2,26,289930,2150
8,1,15,128401,0
4,1,21,65759,0
4,1,1,198092,0
6,1,13,106610,0
9,1,10,57322,609
7,1,14,125363,1579
9,1,19,84132,491
3,1,12,114375,267
8,1,13,186894,2189
9,1,16,160398,130
8,1,13,840143.35,195
3,1,1,152206,0
4,2,1,156260,132
8,1,1,555328,38
8,1,12,127298,303
8,1,12,166338,181
9,1,11,52235,0
8,1,2,1212601,1347
8,1,13,19279,0
5,1,3,33089,0
8,1,6,503872,54
7,2,3,24821,237
8,1,15,737061,334
6,1,18,808718,0
4,1,11,83337,0
9,2,2,66309,74
9,1,1,290526,1251
9,1,1,759065,0
7,1,15,1889864,1100
9,1,9,1008804,245
9,1,21,687117.8,757
8,1,22,314438,1509
8,2,1,970863,653
8,1,1,978402,1160
8,2,19,111770,0
7,1,17,211573,0
5,1,13,327961,862
9,1,15,749332,0
10,1,5,1021025,67
8,1,7,179060,1051
9,1,20,1040775,205
8,1,8,89144,34
4,1,7,304063,195
8,1,20,1525922,217
9,2,13,104679,5059
4,1,17,133792,1537
5,1,10,943170,1627
5,1,17,731519,92
9,1,7,800341,781
7,1,1,962528,35
5,1,3,84689,89
7,1,19,1276251,164
9,2,1,86824,123
5,1,1,1227677,44
9,1,2,46086.18,777
6,1,5,355488,0
6,1,5,130770,0
5,1,2,116172,0
7,1,13,82748,200
8,1,19,565195,0
7,1,14,59074,286
9,1,13,95385,0
6,1,23,137880.29,0
4,1,12,40430.21,0
8,1,15,56491.61,1545.94
8,1,13,46570.78,176.64
7,2,3,164166,276
5,1,28,399656.46,0
9,1,30,505220,542
9,1,13,270031.88,62.21
9,1,28,295994.09,0
7,1,2,143980,296
8,1,2,362959,0
9,1,2,96123,1614
6,1,13,130535.56,20.7
4,1,19,72749.2,0
7,1,21,379820.95,0
8,1,3,50701,0
4,1,15,49332.01,1098
11,2,20,138520.72,0
5,1,10,191122,0
7,1,30,592930,0
5,1,21,320921.08,0
8,1,9,57074.97,0
9,1,1,1166709,0
7,1,21,186341.96,0
8,1,26,191670.25,3452
9,1,27,472845.81,228
10,1,20,118540.07,0
6,1,23,334267.15,64
8,1,1,250090.41,29
10,2,1,129318.27,0
6,1,29,311042.92,0
