TRA05,SEXEP,SUTOT,CHAFF,TAXES
8,1,23,550023,0
9,1,8,688163,4192
10,1,16,27742,0
3,2,4,474096,1900
5,1,26,274104,1815
7,1,28,697582,0
11,1,27,550866,0
8,2,6,192592,2662
6,1,18,197502.49,847
7,1,11,138969.46,0
9,1,22,312474,50
8,2,10,60277,32
8,1,21,179299,0
7,1,21,502416,0
5,1,26,1455303,112
9,1,18,280606,2350
9,1,1,1353242.68,470
8,1,19,186581.48,0
5,2,13,44438.78,102.6
6,1,12,61258.81,20
7,1,14,49446.29,0
8,1,26,212369.17,458.41
6,1,16,179223,1782
6,1,4,212309,0
7,1,3,202138,0
7,2,16,130005,2295
7,1,26,373042,0
8,2,27,630582,0
6,1,14,268164,0
7,1,13,43721,622
6,2,22,459179,76
9,1,26,317633,0
4,1,26,276796,150
11,1,15,152136,3231
10,2,15,156466.95,0
9,1,17,211769,1866
5,1,13,157501,135
9,1,14,103291,283
6,1,11,113679,334
6,1,15,83368,0
9,1,24,613346,309
10,1,15,79407,25
5,1,10,178347,169
6,1,11,80956,107
9,1,5,156071,300
6,1,12,144212,55
8,1,9,227911,0
7,1,9,161017,0
5,1,11,106030,0
7,1,13,462517,0
5,1,13,123815,0
5,1,15,212942.62,0
8,1,8,58300,591
9,1,7,70906,1243
6,1,11,949935,557
9,1,26,806004,0
9,1,8,222949,906
7,1,26,531171,16
5,1,16,334048,0
9,2,7,217914,0
7,1,6,128447,0
7,1,7,185781,166
9,1,8,183310,0
5,1,20,382823.95,0
8,1,30,52377.31,0
10,1,1,117566,0
9,1,2,343508,103
7,1,19,672295.37,0
7,1,13,65926,497
7,1,25,172963.92,237
8,1,15,65492.9,1325.15
10,1,19,315642,26
4,1,19,178792,312.36
5,1,19,125615,102
9,1,17,59334.46,0
8,1,6,138920.45,2208
6,1,14,503686,0
9,1,6,101046.05,1463
8,1,14,182487,19
7,1,10,347981,0
6,1,13,601227,6769
6,2,18,452052.1,0
10,1,15,332047,0
8,1,3,128811.48,0
6,1,3,130041.64,0
6,1,3,45387.5,0
7,1,17,127100,1353
7,1,7,102902.25,0
6,1,24,193372.4,0
9,1,13,89649,739
5,1,28,367117.17,0
10,1,6,915029.68,0
8,1,18,991856,1520
11,1,9,113546,3982
7,1,16,181721,1215
10,1,8,263131.91,0
7,1,21,126466,1405
9,2,11,118296.02,0
3,1,21,71089,0
8,1,19,78979.15,255
7,1,15,91408,1059
6,1,22,234965,0
5,2,9,301628.57,0
7,1,11,5986.8,163
7,1,7,51295.56,131
7,1,24,82821.61,0
7,2,11,26238,722.36
9,1,16,62166.78,0
9,1,16,47314.83,227.88
6,1,19,167307.58,0
7,1,14,89304.05,1108
9,1,26,117729.45,0
5,1,16,36966.7,242.41
8,1,21,297248,0
5,1,24,146185,511
8,2,13,156269,0
4,1,28,352183,43
6,1,17,432035,193
10,1,21,181675,0
7,1,26,362814,0
8,1,24,214535,0
5,1,26,479989,0
10,1,16,148148,560
9,1,21,192764,0
8,2,18,210160,0
6,1,20,733113,0
8,1,23,232568.84,0
12,2,1,69083.3,0
14,2,1,58601.49,0
10,1,17,115118,20
5,1,27,311334,0
10,1,18,138909.01,0
10,1,15,126328,439
5,1,26,377745.08,0
7,1,14,42230,3
8,2,1,218096.46,0
10,2,1,69650,275
10,1,14,61718,122
5,1,22,130082,31
6,1,16,329777.16,0
8,1,10,577445.6,183
7,1,11,57592,589
7,1,19,71379,1317
7,1,18,84208,635
9,1,12,94954.01,1864
9,1,18,88159.71,407
9,1,12,342715,0
6,1,4,168974,0
10,1,1,67535,130
7,1,6,682633,240
7,1,1,92966,106
9,1,16,72007,0
9,1,24,111862,0
9,2,2,1474398,1240
11,1,1,287434,15
8,1,15,62298,0
6,1,17,55601,1529
11,1,5,726694,0
7,1,4,599254,86
6,1,14,27753,365
9,1,18,127249.84,40
7,1,14,63855,0
9,1,27,343094.74,0
7,2,18,476969.82,0
7,1,19,315422.86,32
6,1,18,165235.34,0
8,1,3,145637,307
8,1,15,180598,0
6,1,11,146755.99,1551.62
9,1,5,90914,0
8,1,7,557561,0
7,1,9,156366,0
9,1,10,249234.77,0
10,1,1,386821,127
9,1,10,139612,0
10,1,9,483488,0
9,1,10,214834,138
14,1,4,84863,0
9,1,9,269307,0
8,1,16,91903.49,1544.44
7,1,16,100416.76,947
8,1,19,798674,127
10,1,13,643179,0
7,2,14,590928,0
9,1,10,255139,1323
6,1,15,80288.78,0
8,1,12,61645.37,0
9,2,3,286921,0
7,1,9,713541.42,0
4,1,26,139619.07,122
4,1,20,778183.6,0
5,1,19,199106.12,0
7,1,8,358436,0
5,2,11,79627,392
6,1,7,47254.32,32
7,1,20,339183.96,0
11,1,13,102729.94,0
6,1,5,156920,65
8,1,7,80488,0
5,1,4,166336,0
8,1,6,38092,565
9,1,9,392433,0
9,1,4,82567,2
5,1,12,83840,840
5,1,13,125260,2089
5,1,15,131074,208
9,1,2,94892,193
10,1,12,98193.06,648
8,1,7,113405.26,0
7,1,5,186230.11,1160
7,1,9,88917,0
5,1,14,200675.64,0
7,2,23,417089,0
9,1,15,106134,0
8,1,16,322547,0
6,2,15,304710,18
8,2,15,212858,2289
9,1,15,503310,27
6,1,14,238213,0
5,2,12,65298,0
9,1,7,35535,726
9,1,9,70147,1202
8,1,13,213772,0
9,2,2,72093,24
7,1,15,224715,0
9,1,3,129642,182
8,1,15,637272,158
4,1,26,288978,0
7,1,13,126340,0
8,1,23,427492,0
10,2,26,446615.2,245
6,1,14,302784,228
9,1,4,327177,0
8,1,13,57464.03,165
9,1,17,37993.05,438
9,1,17,263382,371
7,1,12,50610.66,41
5,1,13,256377,0
9,1,10,86309,0
8,1,14,52776.97,1734
5,2,13,61287,0
7,1,17,69513,394
8,1,18,89760.16,200
5,1,18,158152.96,0
3,1,26,466975.16,0
9,1,13,53224.88,450
9,1,14,44541,183
8,1,11,59282,438
7,1,19,100327,0
8,1,6,129576,1336
4,1,26,237381,0
6,1,14,268651.4,0
7,1,13,62153.14,1503
7,1,17,141274,120
7,1,20,144143,49
6,1,18,115683,19
8,1,18,72559.4,980
5,1,1,98675.34,0
8,1,27,400576,0
8,2,13,527367,0
10,2,15,112837,0
6,2,27,410825,202
11,1,17,162452,0
7,1,20,236886.79,280
6,1,19,296159,0
4,1,25,324559,0
6,1,16,262700,0
10,1,18,96481.63,0
5,1,7,150857.89,71.26
9,1,15,176957,0
10,1,21,61451,120
11,2,6,400912,1100
9,2,8,52062,0
9,1,19,138158,0
8,1,20,18940,0
10,1,1,1321749,45
6,1,18,305440,0
7,1,1,1036493,166
7,1,14,34328,186
6,1,23,188280,0
8,1,28,266887,0
9,1,24,232728.24,1123
10,1,19,129607.2,0
6,1,21,66398.86,0
9,1,11,111829.69,0
8,2,11,60482,0
6,1,27,384186,0
8,1,26,767156,106
7,1,26,328394,1478
3,1,24,290277,0
6,1,28,649158,0
9,1,26,1219371,0
4,1,17,191500,0
10,1,18,130524,0
3,1,17,445359,59
7,1,26,526335,0
5,1,21,367153,228
5,1,28,855722,22
5,1,20,252728,0
7,1,17,1115321,63
6,1,10,112987,212
4,1,11,236976,0
5,1,6,111732,1411
7,1,21,338091,90
6,1,11,187672,0
5,1,14,113701,0
4,1,16,364826,0
5,1,15,169301,0
4,1,26,324072,64
10,1,14,189409,0
9,1,14,169403,3620
10,1,3,122776,1230
7,1,12,1688732,0
5,1,2,87611,512
13,1,3,224484,0
9,1,5,164023,91
9,1,5,137316,461
10,1,25,448323.03,0
9,1,6,263294,0
6,1,3,229163,77
10,1,10,482212,0
10,1,11,433374,0
10,1,1,255175,0
9,1,27,114359.93,0
8,1,5,238466,0
9,1,18,3116009,1096
10,1,1,59020,348
8,1,12,32422,701
9,1,12,28859,702
8,1,15,24625.99,711
9,2,15,57019.76,1096
6,1,15,224161,0
9,1,23,314182.66,0
6,1,24,142820,257
7,1,14,117287.13,0
8,1,24,343544.55,166
5,1,16,146186,287
10,1,2,58108.15,0
8,1,7,416313,502
9,1,14,100231.55,1492
5,2,25,186207.6,0
5,1,6,254423.32,385
8,1,15,106299.21,774
8,2,3,56115,0
10,1,5,267682.34,0
7,1,2,227301.35,0
9,2,13,64647.9,1058
3,1,26,44097.91,0
6,1,12,222152.49,0
5,1,21,803081,0
8,1,16,999126,108
8,2,18,70208,1270
6,1,29,639015,0
9,1,26,609566,0
7,1,5,76071.22,0
14,2,11,293404,0
11,1,12,82662,0
7,1,30,376785,12
7,1,19,59792,0
4,2,26,234356,0
6,1,20,131620,0
6,1,11,115424.67,1738
10,1,22,165151.36,1265.25
10,2,19,96672.78,0
7,1,12,316729,546
7,1,11,140661,245
10,1,9,141936,0
10,1,4,147519,952
7,1,7,315749,0
9,1,14,92604,2324
7,1,8,881728,3202
8,1,13,66296,851
8,1,4,161241.71,113
2,1,18,186109.99,0
4,1,21,169076,0
8,1,14,33215,478
7,1,11,36879,0
4,1,13,50719,372
5,2,12,74213,0
9,1,9,41580,1256
8,1,8,81611,0
6,1,14,101025.94,1649
10,2,9,75788,701
9,1,16,503970,0
7,1,19,185572.75,0
10,1,26,251889,0
9,2,28,364457.72,1443
8,1,24,146385,659
7,1,22,130627.74,351
9,1,19,160392.52,1965
8,1,23,365497.52,0
9,2,11,211140,0
6,1,26,896833,847
7,1,3,83399,106
9,1,13,832872,109
7,1,7,775541,0
4,1,26,185284.78,15
4,1,19,203028,0
7,1,13,104721,55
4,1,13,189625,0
7,1,19,74774,0
8,1,16,209074,0
9,2,11,298541.21,1900.43
9,1,28,344133.46,0
9,1,7,37991,313
8,1,1,134711.37,0
5,1,1,305053.63,1704
5,1,1,214383.6,0
6,1,13,165449,0
9,1,25,142780,40
6,1,14,80335,0
11,1,28,329363,0
6,1,3,374392,1260
6,1,2,231581,1615
9,2,2,211299,0
7,2,4,636730,0
10,1,8,597668,0
9,2,20,217025,0
9,1,25,316581.19,0
9,2,13,59909.98,396
8,1,19,358128.25,461
4,1,27,554095.46,163
6,1,18,387162.55,112
8,1,29,701965.38,409
8,1,12,356797.03,0
8,1,11,828811.16,0
9,2,1,142462.21,106
5,1,9,644462,114
7,1,21,266876,161
12,2,14,93731.44,0
10,1,26,703029,0
9,1,16,458594.28,0
7,1,10,443024.19,490
7,1,8,378409,1630
9,1,18,453380,192.55
7,1,24,140980.75,0
9,1,11,100114,0
7,1,12,255900,69
8,1,7,183043,239
8,1,15,125925,1925
6,2,14,1134922,2799
5,1,10,367336,0
6,2,13,69735,0
7,1,12,386217,0
10,1,11,380233,0
10,1,5,94267,0
9,1,8,316352,0
3,1,6,55101,0
10,1,11,49307,259
7,1,11,256691,0
6,1,13,219101,0
6,1,16,164055,0
10,1,15,73764,350
10,2,13,789356,0
10,1,13,79075,1585
4,1,10,469353.99,0
9,1,8,200435,0
9,1,14,83188.8,0
9,1,11,129955,0
7,1,12,96198.72,0
9,2,19,374925,936
10,1,5,129608.09,0
6,1,6,103134.39,0
10,2,1,230996.37,0
3,1,18,272980,17
5,1,16,223930,0
9,1,14,145788,1377
5,1,15,253247,0
7,1,16,94692,1105
8,1,9,77705,0
9,1,13,264804.48,0
9,1,8,52628.47,2173
8,1,2,181524,30
6,1,26,169902,474
6,1,9,134972.22,536
6,1,8,113206.13,774
7,1,7,95610.95,380
9,1,16,421850.06,0
11,1,8,174059,159
8,1,27,2065035,2582
4,1,2,82211,215
8,1,3,192523,883
8,2,3,78562,1109
6,1,20,188742.15,0
8,1,11,159066.11,0
6,1,16,334264,38
9,1,13,120884,0
8,2,17,237325,299
5,1,11,944816,23
9,2,11,303664,0
5,1,1,237712,0
9,2,11,182112,507
9,1,12,401957,0
7,1,10,455693,0
5,1,11,431472,0
6,1,1,415370,0
9,1,22,453937,0
5,1,13,2681108,0
7,1,13,262392,844
7,1,16,352618,217
9,1,20,1130522,213
11,1,13,125227,1117
9,1,14,787071,167
8,1,10,159124,548
5,1,8,91063,0
8,1,9,101176,238
8,1,8,121759,228
7,1,1,1442257,1406
10,1,13,492126.07,96
3,1,12,89261.15,234
10,2,12,75769,957
9,1,7,103086,1160
9,1,16,50698,78
9,1,10,56532.65,235.64
7,1,14,29328.82,0
4,1,15,153627,0
7,1,4,93679,0
8,2,11,55727,0
9,1,11,62545,663
5,1,20,318003,11
4,1,18,232252.39,0
8,1,22,192881.54,23
5,1,14,283528,824
10,1,10,237726,0
7,1,15,169508,0
6,1,20,184940.49,109
7,1,19,49380,2305
5,1,11,57760,104
8,1,25,415704,0
8,1,19,203852,0
9,1,20,244824,157
5,1,17,70062.62,536
8,1,8,75084.94,1136
9,1,9,85243.85,945.02
9,1,5,506161,0
8,1,1,17604,518
5,2,12,52264,562
6,1,15,69856.97,0
7,1,15,13023.11,0
8,1,21,236598,69
9,1,12,146694,489
8,1,13,113776,222
11,1,11,105004.93,171
7,1,6,577259.53,210
7,1,1,196691,0
9,1,28,565131,0
4,2,16,128456,0
5,1,11,428527.15,0
14,1,20,188589,0
6,1,22,227142,0
8,1,20,194475,2373
9,1,2,464703,0
6,1,19,194124,0
7,2,24,441451,0
7,1,11,120088.72,116
9,1,12,193346,0
4,1,14,259130,0
8,2,1,28846.56,432
6,1,8,53813.51,52.75
9,1,10,42815.6,446.21
7,1,14,41434.94,218.07
7,1,12,233575,0
7,1,3,135446,0
8,1,27,696084,0
5,2,6,255886,3940
7,1,27,336676,1680
8,1,23,167618,0
7,1,18,90217,0
9,1,16,165408,1029
9,1,12,69830,0
10,2,21,448668,0
7,1,15,102264,987
9,1,15,119196,2508
10,1,17,158617,0
6,1,15,276165,50
8,1,21,350072,0
5,2,26,398943,0
9,1,24,225005,2082
7,1,17,175045,587
7,1,28,266090.95,50
8,1,19,286074,133
10,1,18,103957.09,0
9,1,27,460943.58,20
5,1,16,109982.12,0
5,1,19,206617,0
5,1,18,376461,49
7,1,22,266472,0
4,1,27,875531,26
10,2,14,83533,1881
9,1,13,115826,0
8,1,11,222699,0
10,1,26,282970,1903
6,2,17,143432,0
10,1,9,43453,527
5,2,5,71403,195
6,2,23,182257,494
11,2,14,114462,3062
3,1,26,696233,0
9,1,13,164896,0
8,1,16,354944,0
11,1,23,475400.84,0
5,1,13,218820,28
6,1,26,592132.74,0
5,2,26,318922,0
9,1,17,258353,1212
7,2,26,601511,584
7,1,16,128745,0
10,1,19,221459,0
9,1,22,232552,0
9,1,18,318161.89,52
6,1,21,186060,0
8,1,14,398202,0
5,1,27,2747759,312
7,1,20,883032,0
6,1,12,356832,0
8,1,9,772942,937
9,1,12,224283,0
4,1,14,302073,0
9,1,16,138275,252
8,1,17,449771,0
8,1,14,324180,0
6,1,17,235846,15
7,1,1,173895,0
6,1,6,644582,0
7,2,1,767785,0
10,1,20,72375.79,0
8,2,13,272915,0
10,1,12,703190,453
10,1,30,100096.13,0
8,1,24,126127.89,0
4,1,7,171880,0
5,1,19,207937.89,230
8,1,5,162732,0
4,1,8,186354,0
9,1,1,88599,264
7,2,1,154423,0
8,1,1,331112,552
7,1,1,376534,0
11,2,1,80140,903
9,2,7,947322,152
7,2,6,295665,1554
9,1,2,854633,0
11,2,2,403972,958
8,2,11,975849,562
6,1,7,123966.85,0
12,2,2,136993,554
8,1,1,87389,0
8,1,11,39970.25,88.41
11,2,9,302667.97,0
9,1,4,30784.29,423
9,1,10,52306.75,860
9,1,12,64092,161
8,1,15,72919,50
8,1,26,177626,449
7,1,15,103501.27,145
7,1,27,199585.91,84
8,1,3,711117,0
6,1,21,304041,148
8,2,10,79979.19,371
10,1,5,261655,575
7,1,9,442346.35,0
9,1,12,65616,1974
9,1,19,117941,0
7,1,7,283994.11,4703
9,2,5,56480.24,3327
6,1,1,64178.51,0
6,1,8,311798.51,0
3,1,18,79401,1
10,1,4,137025.49,0
7,1,7,231229,4320
6,1,26,131851.67,0
9,1,15,86527,32
7,1,21,92219.98,0
6,1,12,217391.5,0
12,2,2,54855.02,785
7,1,28,362210.65,0
8,1,18,130792.2,0
6,1,18,50703.57,626
5,1,26,271413,911
12,2,14,24220.45,0
9,1,28,730531,0
6,0,23,1146935.32,0
8,1,6,288285.03,595
9,2,6,57204,0
8,1,14,428467,0
5,1,13,361317,190
7,2,10,176668.86,0
9,1,20,88288,2937
9,1,4,125879.54,0
6,1,6,782895.62,0
7,1,3,117122,925
9,2,14,48508,1313
7,1,18,1125939,2821
6,1,27,1040369,0
5,1,9,336594.44,0
5,1,16,88858.94,136
9,1,7,240264.25,0
9,1,10,95104.44,510
9,1,4,55388.27,2050
8,1,26,175563,772
8,1,7,92502,616
9,1,7,545616,0
8,2,1,152328,0
9,1,7,87955,991
7,1,14,237497,0
7,2,20,232024.29,0
5,1,17,87496,0
7,1,18,133814,2165
7,1,17,94701.04,214.72
7,1,26,225077,187.38
8,2,8,88211,1067
10,1,12,228215,0
4,1,25,136176.26,729.37
9,2,21,91023.03,0
5,1,5,385347,0
10,1,15,137282.51,0
7,1,7,266505.32,0
9,1,15,90917,358
4,1,4,183463,0
8,1,13,58416,0
6,1,12,121284,896
5,1,26,543857.37,115.29
6,1,16,78689,229
5,1,15,74744,0
7,1,26,411548,0
7,1,8,110656.59,0
9,1,24,176349.59,48
4,1,1,90055.13,872
4,1,24,180880.02,58
9,1,23,92193.62,730
8,1,18,56977.51,1333
8,2,1,104856,3
10,1,14,116335,146
8,1,22,877972,0
9,1,26,230932,0
8,2,26,414327,0
4,1,29,609168,0
10,1,15,139998.98,0
9,1,1,230112.64,1094.99
5,1,29,321744,0
11,1,9,40666,37
9,1,1,165392,16
9,1,9,391236.09,0
8,1,13,203512.86,0
8,1,10,699005.14,23
8,1,28,317773.91,73
7,1,3,554439,0
3,2,3,434882,0
6,1,1,254117,0
9,1,1,1030868,96
8,1,1,200405,0
7,1,15,86200.88,0
9,1,26,217242,0
9,1,27,215842,0
9,1,28,282623,0
9,1,2,426028,139
8,1,20,88077,236
6,2,19,118697,0
12,2,26,923554,0
8,1,11,306483,0
9,1,22,732300.14,0
7,1,14,459906.36,185
9,1,24,64353.93,0
9,1,14,299427,570
9,1,14,840436.91,0
9,1,8,1351388.32,193
6,1,25,237446,0
9,1,12,170884.83,44
5,1,24,546155,60
10,1,16,259757.96,16
9,1,17,264245.26,0
9,1,14,189016,0
6,1,12,257723,139
9,1,16,952971.54,0
9,2,9,684799.15,0
7,1,10,165640.5,0
13,2,5,93775.38,0
10,1,12,88191.93,2799
6,1,18,458540,0
9,2,8,27235.34,0
6,1,20,973140,0
12,1,17,465967,0
5,1,12,314989,2043
7,1,11,217615,0
6,1,27,781512,3388
9,2,11,218541,729
6,1,19,191785.67,0
10,1,12,62113,0
8,1,7,254632,70
8,1,16,244788.48,0
10,1,5,244484,1280
6,1,12,842743,111
8,1,13,397063,0
7,1,15,0,307
8,2,30,150609,0
9,1,6,47870,613
6,1,2,185031,403
6,1,11,77976.66,129
7,1,20,268663.41,157.92
9,1,13,1842858,740
3,1,5,222432,1437
9,1,1,77955.74,0
5,1,7,260974,0
8,2,9,96518.27,112
6,1,18,215340.99,0
9,1,16,340448.89,55
6,1,1,33830,52
8,1,6,1037824.44,0
9,1,2,127033,0
9,1,8,2144990,227
9,1,10,494956,61
9,1,20,720035,241
7,1,8,1848501,274
9,1,8,232910,60
7,1,11,147929,0
8,1,19,371816,0
5,1,1,160965,0
6,1,13,1353975,77
9,1,14,1126132,697
8,2,11,264454,54
9,1,15,674238,0
9,1,12,216995,1463
12,1,6,426019,89
8,1,1,131739,208
9,1,28,2008291,456
12,1,13,1111038,1274
9,1,13,983503,0
8,2,1,373550,0
8,1,5,223830,289
11,2,4,222942,0
8,1,15,83374,28
9,1,21,206767,0
9,1,23,169928,0
10,1,18,339119,0
8,1,7,833489,0
9,1,12,314371,127
6,1,3,215558,0
5,1,19,441932.11,55
10,1,11,32507.94,1524
6,1,13,91401,0
4,1,16,282763,0
10,1,28,223009.75,0
10,1,24,302402,27
6,1,22,119320.33,144
4,1,12,40619.06,5
9,1,28,829663,128
7,1,16,115496.97,0
9,1,13,379396,1671
10,1,18,519566,85
11,1,15,89326,810
7,1,17,140586,1062
9,1,17,102799,0
9,1,11,880443,0
7,1,3,150597,73
7,1,2,58319,271
7,1,15,257000.58,0
8,2,2,65601,95
7,1,26,103705,0
9,1,9,257046,0
9,2,12,152407,983
9,1,13,151866,0
9,2,6,314378,0
11,2,18,155497.03,0
4,2,14,76405.78,1490
8,1,17,163852.24,2824
6,2,4,635326,0
10,1,24,413034,0
7,1,9,354712.01,0
7,1,20,613043,0
8,1,18,1103007,0
3,1,13,57163,0
4,1,27,509497,0
5,2,12,31422,0
9,1,20,527333.86,0
9,1,1,71810,0
9,1,22,537075,0
8,1,15,712195,0
5,1,4,18893,0
6,1,2,54732,60
3,1,11,99713,0
3,1,11,23915,0
3,1,21,46683,0
7,2,15,40331,752
8,1,9,259399,0
5,1,27,135951,0
8,1,20,190351,0
9,1,25,440363,0
5,1,9,488520,0
8,1,11,202837,515
8,1,13,85658,303
7,1,26,566755,100
4,1,26,539230,13
7,1,29,637384,0
10,1,21,582538,0
8,1,16,85676,356
8,1,21,185358,1
10,1,27,714102,0
2,1,17,135785.45,0
8,1,26,451099.91,0
9,1,17,76306,0
8,1,26,374792.69,5
10,2,18,164486,0
9,1,9,34510,689
7,1,13,146120,427
10,1,15,125253,77
5,1,28,1124821,305
8,1,10,79494,443
8,1,22,399240,0
8,1,16,497073.8,0
4,1,19,452481,72
4,1,20,625567,18
5,1,18,907506,0
6,1,22,1046831,310
8,1,19,106478,0
3,1,17,100303,0
7,1,22,487006,0
8,1,16,163421,327
4,1,9,127042,156
6,1,10,118398,241
10,1,8,60064,0
7,1,12,141023,2933
6,2,15,115449,0
8,1,4,156405,0
6,1,14,244086,0
9,2,1,227491,0
10,1,7,26468.65,0
6,1,11,35595.4,17
9,1,3,94482,22
9,1,6,419224,0
7,1,12,181744,0
9,1,4,160080,115
12,1,5,24281,0
10,1,5,434250,0
10,1,14,1163319,0
10,1,14,210261,0
8,1,12,184823,604
8,1,6,117074,367
10,1,26,558057,0
7,1,20,130184.78,0
8,1,12,89736.56,295
11,1,7,80006,0
10,1,7,165215,0
10,1,8,283613,0
8,1,2,99480,121
4,1,15,1030097,0
9,1,7,371465,0
13,1,2,222910,0
9,1,1,96045,591
6,1,1,123714,52
9,1,10,444074,0
10,1,2,183475,4169
7,1,1,381359,0
10,1,2,81789,0
7,1,9,324251,0
8,1,28,799637,0
8,1,4,1120307.86,0
9,1,5,165218,0
8,2,1,244367,0
9,1,19,2833523.16,12385.05
5,1,12,386855.42,0
12,2,30,55468,0
7,1,18,105749.81,81
7,1,21,87295.37,0
8,1,12,150392,0
6,1,18,305365,30
9,1,20,355857,0
6,2,21,128913,209
9,1,7,51559.29,1255
7,1,4,48521.65,1145
10,1,5,103989,0
9,2,11,79793.56,232.55
9,1,18,774858,14135
8,1,4,68547,936
6,1,1,145767,1900
8,1,24,61986.26,0
9,1,3,68590,837
10,1,4,284890.86,2608
10,1,6,305206.81,0
6,1,5,64066.44,612.44
8,1,4,38959,145
10,1,10,89763,0
9,1,22,353083.98,38
5,1,6,100014.91,0
5,1,27,328032,0
8,1,2,121338.07,0
10,1,16,140605,33
6,1,2,52221.89,0
7,1,5,55744.07,995
7,1,16,164658,0
8,1,17,264616,0
8,1,18,219990,479
8,1,19,297705,0
7,1,13,430429,1335
9,1,11,419635,0
8,1,8,490732,0
6,1,1,758648,0
6,1,12,1082614,166
8,1,13,551583,44
8,1,26,186537.47,0
7,1,26,38795.51,0
9,1,10,32830.4,895
4,1,20,68776.23,0
7,2,21,85520.51,0
4,1,14,151746,2286
8,1,20,149372.51,1606
8,2,13,230776,0
5,1,11,190970,0
7,1,17,49508.6,0
8,1,12,258934.43,0
5,1,18,132155.34,0
8,1,25,303227.31,0
9,1,16,186181.49,0
5,2,5,230446.17,347
7,2,27,773284,0
9,2,4,228182.59,12
5,1,23,302957.83,0
7,1,2,218657,83
10,1,25,1097173,0
5,1,1,1838087,0
4,1,29,979893,168
7,1,23,348066,637
10,1,16,103833,0
9,1,21,102910.16,0
10,2,13,63735.53,0
7,1,9,315757.72,62
5,1,5,161167.2,876
6,1,19,507591,0
4,1,1,283132,0
8,1,12,76729,0
8,1,16,137168,0
8,2,1,143446,7
12,2,1,163735,109
5,1,18,124087.88,0
5,1,25,261762,199
5,1,15,144163,0
7,1,18,116485,90
8,1,2,435896.75,0
8,1,1,84783.87,343.41
7,1,1,254573.01,36.57
6,1,12,70611,90
6,0,13,149046,0
7,1,23,102744,0
5,1,2,374702.02,0
9,1,26,238877,66
7,1,14,243396,0
3,1,12,129674,189
8,2,3,233207,0
9,0,16,210053,0
8,1,1,106098,11
9,1,20,70609,1290
9,1,14,102883.49,776
7,1,19,96506.76,0
8,1,11,115930,246
9,1,26,214698,57
8,1,2,556855,0
4,1,16,158396,151
7,1,20,431768.52,134
8,1,19,211087.93,0
6,1,2,182633.34,173
6,1,1,169224,188
8,1,15,141582,0
8,1,11,444324,142
7,1,9,820495,0
9,1,2,406678,0
7,2,28,673887,201
9,1,1,67614,0
9,1,18,173120.53,23
2,1,14,451007.91,0
3,1,20,867989.5,63
9,1,9,155725.69,0
8,1,13,176165.97,134
5,1,16,179522.33,33
9,1,19,716640.05,103
7,1,11,761508.46,479
9,1,7,424991.81,0
9,1,10,744049.65,0
9,1,26,141423.21,0
9,2,16,228256.16,0
5,1,28,634902.93,60
9,1,26,532142.05,0
6,1,15,53075.4,479
9,1,2,416718.89,0
8,1,13,30959.47,2736
5,1,26,160133.25,0
6,1,13,45605.89,1068
5,1,22,144987.75,0
8,1,10,60104.72,0
5,1,7,403640,266
7,1,3,94717,0
9,1,10,264453,0
7,1,9,469467,4943
8,2,5,103497,144
11,1,6,201876.68,0
7,1,13,434373,0
9,2,1,180248,63
5,1,11,243741,0
5,1,14,50524.29,0
7,1,11,121265.62,0
8,1,14,112070.94,0
10,1,6,249180,0
8,1,12,85662.43,883.18
10,1,12,38887.69,350
6,1,11,662823.43,0
4,1,7,437884.7,0
9,1,11,138253,0
9,1,13,345173,0
8,1,6,570845,0
9,1,8,141695,0
9,1,10,245888,615
5,1,7,134335,994
6,1,9,187041.19,212.44
8,2,1,114574,48
9,1,11,125451,0
9,1,23,868417,0
7,1,27,401028,0
8,1,9,31053.67,405
9,1,27,278372,28
12,1,2,27118,0
9,1,13,83196.13,280
8,1,11,318128,0
7,1,8,69292.2,0
8,1,9,45038,793
5,1,7,514627,2490
6,1,2,310231,18
6,1,6,44885,67
9,1,16,227972.28,0
7,1,11,148187.66,0
7,1,14,225414.18,0
5,2,6,310200.35,130
8,1,12,751071,233
10,2,26,708199,81
8,1,15,326479,0
8,1,14,931062,3015
9,1,8,440443,0
6,1,12,150106,0
9,1,8,84391,1427
5,1,10,664493,21
7,1,15,176604,3078
6,1,17,368863,253
9,2,13,706099,30
5,1,17,726135,0
8,1,29,1892987,1229
8,1,8,206555,1072
8,1,12,136825,1473
7,1,27,491616,34
10,1,1,373857,19
9,1,1,82280,532
10,2,1,555639,76
8,1,6,175827,0
6,1,11,751568,0
7,1,12,156997,0
10,1,22,568063,228
8,1,9,149065,0
7,1,11,342814,1492
6,1,20,538740,301
8,2,5,398860,0
8,1,12,220652,161
11,1,15,257509,318
7,1,10,155784,0
8,2,14,715565,0
9,1,19,981815,1282
7,1,10,154720,46
9,1,11,38209,0
7,1,16,756369,0
6,1,12,548289,0
9,1,11,308746,0
9,1,17,216081,42
7,1,12,194716,30
8,1,1,176745,0
9,2,6,15788.44,1250
6,1,19,112647,147
6,1,13,171570.8,1843.64
8,2,24,142869,0
5,1,14,139620,0
8,1,22,256249,0
4,1,10,98436,23
4,1,15,170291,0
9,1,15,21232,0
7,1,23,192302,728
5,1,26,159454,0
10,1,27,223384,114
9,1,11,78864,313
